Date,Team,Acquired,Relinquished,Notes
3/18/2013,76ers,,Andrew Bynum,arthroscopic surgery on both knees (date approximate)
3/18/2013,Blazers,,Victor Claver,placed on IL with sprained left ankle
3/18/2013,Bulls,,Kirk Hinrich,right foot injury (DNP)
3/18/2013,Celtics,,Kevin Garnett,strained left abductor (DNP)
3/18/2013,Grizzlies,,Darrell Arthur,back injury (DNP)
3/18/2013,Hornets,,Eric Gordon,right knee injury (DNP)
3/18/2013,Knicks,,Tyson Chandler,strained neck (DNP)
3/18/2013,Lakers,,Kobe Bryant,sprained left ankle (DNP)
3/18/2013,Mavericks,,Rodrigue Beaubois,fractured left hand (DNP)
3/18/2013,Nets,,Keith Bogans,left ankle injury (DTD)
3/18/2013,Nets,,Kris Humphries,tightness in lower back (DNP)
3/18/2013,Nets,,Tornike Shengelia,placed on IL
3/18/2013,Pacers,,David West,placed on IL with sprained back
3/18/2013,Pacers,Ben Hansbrough,,activated from IL
3/18/2013,Pistons,,Brandon Knight,sprained left ankle (DNP)
3/18/2013,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
3/18/2013,Wizards,A.J. Price,,activated from IL
3/18/2013,Cavaliers,Kevin Jones,,activated from IL
3/19/2013,Bucks,,Ersan Ilyasova,placed on IL with back injury
3/19/2013,Bucks,Joel Przybilla,,activated from IL
3/19/2013,Cavaliers,,Dion Waiters,sore left knee (DTD)
3/19/2013,Magic,,Al Harrington,DNP
3/19/2013,Thunder,,Hasheem Thabeet,placed on IL with sore lower back
3/19/2013,Thunder,DeAndre Liggins,,activated from IL
3/19/2013,Thunder,Jeremy Lamb,,activated from IL
3/20/2013,Bobcats,,Brendan Haywood,sore left ankle (DNP)
3/20/2013,Cavaliers,,Dion Waiters,sore left knee (DNP)
3/20/2013,Clippers,,Chauncey Billups,hamstring injury (DTD)
3/20/2013,Grizzlies,,Darrell Arthur,back injury (DNP)
3/20/2013,Knicks,,Kurt Thomas,placed on IL with right foot injury
3/20/2013,Knicks,,Tyson Chandler,strained neck (DNP)
3/20/2013,Knicks,Carmelo Anthony,,activated from IL
3/20/2013,Magic,,Nikola Vucevic,illness/concussion (DNP)
3/20/2013,Mavericks,,Rodrigue Beaubois,placed on IL recovering from surgery on left hand to repair fractured bone (out for season)
3/20/2013,Nets,,Kris Humphries,sore lower back (DNP)
3/20/2013,Spurs,,Gary Neal,placed on IL
3/20/2013,Spurs,Aron Baynes,,activated from IL
3/20/2013,Thunder,,DeAndre Liggins,placed on IL
3/20/2013,Thunder,,Jeremy Lamb,placed on IL
3/20/2013,Thunder,Daniel Orton,,activated from IL
3/20/2013,Thunder,Hasheem Thabeet,,activated from IL
3/20/2013,Wizards,,Emeka Okafor,flu (DNP)
3/20/2013,Mavericks,Shawn Marion,,activated from IL
3/20/2013,Mavericks,,Shawn Marion,strained left calf (DNP)
3/21/2013,Bobcats,,Brendan Haywood,stress fracture in left foot (out for season)
3/21/2013,Bulls,Taj Gibson,,activated from IL
3/21/2013,Nuggets,,Ty Lawson,heel injury (DTD)
3/21/2013,Nuggets,,Wilson Chandler,placed on IL with separated left shoulder
3/21/2013,Nuggets,Julyan Stone,,activated from IL
3/21/2013,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
3/21/2013,Timberwolves,Chase Budinger,,activated from IL
3/22/2013,Cavaliers,,Dion Waiters,left knee injury (DNP)
3/22/2013,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
3/22/2013,Lakers,Pau Gasol,,activated from IL
3/22/2013,Magic,,Nikola Vucevic,concussion (DNP)
3/22/2013,Pistons,,Brandon Knight,sprained left ankle (DNP)
3/22/2013,Raptors,,Sebastian Telfair,knee injury (DNP)
3/22/2013,Rockets,,Terrence Jones,placed on IL
3/22/2013,Rockets,,Tim Ohlbrecht,sprained ankle (DNP)
3/22/2013,Rockets,Tim Ohlbrecht,,activated from IL
3/22/2013,Spurs,,Aron Baynes,placed on IL
3/22/2013,Spurs, Tony Parker,,activated from IL
3/22/2013,Suns,,Jared Dudley,stomach virus / flu (DNP)
3/22/2013,Suns,,Jermaine O'Neal,strained left calf (DNP)
3/22/2013,Thunder,,Perry Jones III,placed on IL
3/22/2013,Thunder,DeAndre Liggins,,activated from IL
3/22/2013,Timberwolves,,Kevin Love,placed on IL recovering from surgery to repair fractured right hand/finger (out for season)
3/22/2013,Wizards,,Bradley Beal,sprained left ankle (DNP)
3/22/2013,Wizards,,Emeka Okafor,flu (DNP)
3/23/2013,Bobcats,,Brendan Haywood,stress fracture in left foot (DNP)
3/23/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
3/23/2013,Celtics,,Courtney Lee,sprained left ankle (DNP)
3/23/2013,Celtics,,Kevin Garnett,sprained left ankle (DNP)
3/23/2013,Clippers,,Chauncey Billups,placed on IL with groin injury
3/23/2013,Clippers,,DaJuan Summers,placed on IL
3/23/2013,Clippers,Eric Bledsoe,,activated from IL
3/23/2013,Clippers,Ronny Turiaf,,activated from IL
3/23/2013,Grizzlies,,Marc Gasol,torn abdominal muscle (DTD)
3/23/2013,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
3/23/2013,Magic,,Arron Afflalo,strained right hamstring (out for season)
3/23/2013,Nuggets,,Ty Lawson,sore heel (DNP)
3/23/2013,Raptors,,Rudy Gay,stiff back (DNP)
3/23/2013,Raptors,,Sebastian Telfair,knee injury (DNP)
3/23/2013,Wizards,,Bradley Beal,sprained left ankle (DNP)
3/23/2013,Wizards,,Trevor Ariza,flu (DNP)
3/24/2013,Bobcats,,Josh McRoberts,left shoulder injury (DNP)
3/24/2013,Bucks,,Joel Przybilla,placed on IL
3/24/2013,Bucks,Ersan Ilyasova,,activated from IL
3/24/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
3/24/2013,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
3/24/2013,Heat,,Dwyane Wade,placed on IL with sore right knee
3/24/2013,Heat,Juwan Howard,,activated from IL
3/24/2013,Nets,,Joe Johnson,bruised right quadriceps (DNP)
3/24/2013,Rockets,,Francisco Garcia,illness (DNP)
3/24/2013,Rockets,,Tim Ohlbrecht,sprained right ankle (DNP)
3/24/2013,Suns,,Jermaine O'Neal,strained left calf (DNP)
3/24/2013,Thunder,,Daniel Orton,placed on IL
3/24/2013,Thunder,Jeremy Lamb,,activated from IL
3/25/2013,Hawks,,Devin Harris,sore left foot (DNP)
3/25/2013,Hornets,,Eric Gordon,sore left ankle (DNP)
3/25/2013,Hornets,,Greivis Vasquez,sprained left ankle (DNP)
3/25/2013,Magic,,Arron Afflalo,strained right hamstring (DNP)
3/25/2013,Magic,,Nikola Vucevic,concussion (DNP)
3/25/2013,Nuggets,,Ty Lawson,placed on IL with sore heel
3/25/2013,Nuggets,Wilson Chandler,,activated from IL
3/25/2013,Pacers,,George Hill,strained left groin (DNP)
3/25/2013,Pacers,,Lance Stephenson,strained right hip flexor (DNP)
3/25/2013,Wizards,,Bradley Beal,sprained left ankle (DNP)
3/25/2013,Wizards,,Martell Webster,strained abdominal (DNP)
3/25/2013,Wizards,,Nene Hilario ,sore right knee (DNP)
3/25/2013,Wizards,,Trevor Ariza,flu (DNP)
3/26/2013,Celtics,,Courtney Lee,sprained left ankle (DNP)
3/26/2013,Celtics,,Kevin Garnett,left ankle inflammation (DNP)
3/26/2013,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
3/26/2013,Pistons,,Will Bynum,strained right hand (DNP)
3/27/2013,Blazers,Victor Claver,,activated from IL
3/27/2013,Bobcats,,Brendan Haywood,placed on IL with stress reaction in left foot (out for season)
3/27/2013,Bobcats,DeSagana Diop,,activated from IL
3/27/2013,Bucks,,Ish Smith,placed on IL
3/27/2013,Bucks,Luc Mbah a Moute,,activated from IL
3/27/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
3/27/2013,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
3/27/2013,Cavaliers,,Dion Waiters,sore left knee (DNP)
3/27/2013,Celtics,,Courtney Lee,sprained left ankle (DNP)
3/27/2013,Celtics,,Kevin Garnett,left ankle inflammation (DNP)
3/27/2013,Clippers,,Maalik Wayns,placed on IL
3/27/2013,Clippers,Chauncey Billups,,activated from IL
3/27/2013,Grizzlies,Marc Gasol,,returned to lineup
3/27/2013,Hawks,,Devin Harris,sore left foot (DNP)
3/27/2013,Heat,,Juwan Howard,placed on IL
3/27/2013,Heat,Dwyane Wade,,activated from IL
3/27/2013,Jazz,,Enes Kanter,dislocated left shoulder (out indefinitely)
3/27/2013,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
3/27/2013,Magic,,Andrew Nicholson,sprained left ankle (DNP)
3/27/2013,Magic,,Arron Afflalo,strained right hamstring (DNP)
3/27/2013,Magic,,Nikola Vucevic,concussion (DNP)
3/27/2013,Nets,,Joe Johnson,bruised right quadriceps (DNP)
3/27/2013,Nuggets,,Julyan Stone,placed on IL with knee injury
3/27/2013,Nuggets,Ty Lawson,,activated from IL
3/27/2013,Raptors,,Sebastian Telfair,knee injury (DNP)
3/27/2013,Rockets,,Francisco Garcia,illness (DNP)
3/27/2013,Spurs,,Patty Mills,placed on IL
3/27/2013,Spurs,Gary Neal,,activated from IL
3/27/2013,Thunder,,DeAndre Liggins,placed on IL
3/27/2013,Thunder,Perry Jones III,,activated from IL
3/27/2013,Wizards,,Bradley Beal,sprained left ankle (DNP)
3/27/2013,Wizards,,Jason Collins,sprained left ankle (P) / flu (CBC) (DNP)
3/27/2013,Wizards,,Martell Webster,strained abdominal (DNP)
3/27/2013,Wizards,,Nene Hilario ,sore right knee (DNP)
3/27/2013,Wizards,,Trevor Ariza,flu (DNP)
3/27/2013,Lakers,,Ron Artest,torn meniscus in left knee (out indefinitely)
3/27/2013,Lakers,,Ron Artest,torn meniscus in left knee (DNP)
3/28/2013,Bucks,,Gustavo Ayon,placed on IL
3/28/2013,Bucks,Ish Smith,,activated from IL
3/28/2013,Lakers,,Ron Artest,surgery on left knee to repair torn meniscus (out indefinitely)
3/28/2013,Lakers,,Ron Artest,recovering from surgery on left knee to repair torn meniscus (DNP)
3/28/2013,Pacers,,Miles Plumlee,placed on IL
3/28/2013,Pacers,David West,,activated from IL
3/29/2013,Blazers,,LaMarcus Aldridge,placed on IL with sprained right ankle
3/29/2013,Blazers,Sasha Pavlovic,,activated from IL
3/29/2013,Bobcats,,B.J. Mullens,sore left ankle (DNP)
3/29/2013,Cavaliers,,Dion Waiters,sore left knee (DNP)
3/29/2013,Celtics,,Kevin Garnett,left ankle inflammation (DNP)
3/29/2013,Clippers,,Chauncey Billups,placed on IL with strained right groin
3/29/2013,Clippers,Maalik Wayns,,activated from IL
3/29/2013,Hawks,,Al Horford,stomach illness (DNP)
3/29/2013,Hawks,,Devin Harris,sore left foot (DNP)
3/29/2013,Heat,,Mario Chalmers,placed on IL with sprained right ankle
3/29/2013,Heat,Juwan Howard,,activated from IL
3/29/2013,Hornets,,Greivis Vasquez,sore/sprained left ankle (DNP)
3/29/2013,Jazz,,Enes Kanter,placed on IL with dislocated left shoulder (out for season)
3/29/2013,Jazz,Kevin Murphy,,activated from IL
3/29/2013,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
3/29/2013,Magic,,Arron Afflalo,strained right hamstring (DNP)
3/29/2013,Magic,,Nikola Vucevic,concussion (DNP)
3/29/2013,Nets,,Joe Johnson,placed on IL with bruised right quadriceps
3/29/2013,Nets,Tornike Shengelia,,activated from IL
3/29/2013,Nets,Tyshawn Taylor,,activated from IL
3/29/2013,Nuggets,,Ty Lawson,placed on IL with torn plantar fascia in right foot / right heel injury (CBC)
3/29/2013,Nuggets,Quincy Miller,,activated from IL
3/29/2013,Pistons,,Charlie Villanueva,illness (DNP)
3/29/2013,Pistons,,Will Bynum,placed on IL with strained right hand
3/29/2013,Pistons,Andre Drummond,,activated from IL
3/29/2013,Raptors,,Sebastian Telfair,knee injury (DNP)
3/29/2013,Rockets,,Francisco Garcia,illness (DNP)
3/29/2013,Wizards,,Bradley Beal,placed on IL with sore left ankle
3/29/2013,Wizards,,Jason Collins,flu (DNP)
3/29/2013,Wizards,,Nene Hilario ,sore right knee (DNP)
3/29/2013,Wizards,A.J. Price,,activated from IL (CBC P)
3/30/2013,Bobcats,,B.J. Mullens,sore left ankle (DNP)
3/30/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
3/30/2013,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
3/30/2013,Hawks,,Al Horford,stomach illness (DNP)
3/30/2013,Hawks,,John Jenkins,concussion (DNP)
3/30/2013,Lakers,,Ron Artest,recovering from surgery on left knee to repair torn meniscus (DNP)
3/30/2013,Magic,,Arron Afflalo,strained right hamstring (DNP)
3/30/2013,Magic,,Jameer Nelson,sprained right ankle (DNP)
3/30/2013,Pacers,,Gerald Green ,placed on IL with upper respiratory infection
3/30/2013,Pacers,Miles Plumlee,,activated from IL
3/30/2013,Rockets,,James Harden,sore right foot (DNP)
3/30/2013,Timberwolves,,Nikola Pekovic,sprained left ankle (DNP)
3/31/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
3/31/2013,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
3/31/2013,Cavaliers,,Dion Waiters,placed on IL with sore left knee
3/31/2013,Cavaliers,Kyrie Irving,,activated from IL
3/31/2013,Celtics,,Kevin Garnett,left ankle inflammation (DNP)
3/31/2013,Heat,,Dwyane Wade,sprained right ankle (DNP)
3/31/2013,Heat,,LeBron James,strained right hamstring (DNP)
3/31/2013,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
3/31/2013,Pistons,,Jason Maxiell,placed on IL recovering from surgery on eye to repair detached retina (out for season)
3/31/2013,Spurs,,Manu Ginobili,placed on IL with strained/sore right hamstring
3/31/2013,Spurs,Patty Mills,,activated from IL
3/31/2013,Wizards,,Nene Hilario ,placed on IL with sore right knee
3/31/2013,Wizards,Bradley Beal,,activated from IL
3/31/2013,Pistons,Will Bynum,,activated from IL
3/31/2013,Pistons,,Will Bynum,strained right hand (DNP)
4/1/2013,Bobcats,,B.J. Mullens,sore left ankle (DNP)
4/1/2013,Bucks,,Luc Mbah a Moute,placed on IL with illness
4/1/2013,Bucks,Gustavo Ayon,,activated from IL
4/1/2013,Cavaliers,,C.J. Miles,sore right ankle (DNP)
4/1/2013,Cavaliers,,Kyrie Irving,left shoulder injury / rest (DNP)
4/1/2013,Celtics,,Kevin Garnett,placed on IL with left ankle inflammation
4/1/2013,Celtics,,Paul Pierce,sore ankle (DNP) (P)
4/1/2013,Hawks,,John Jenkins,concussion (DNP)
4/1/2013,Magic,,Arron Afflalo,strained right hamstring (DNP)
4/1/2013,Magic,,Jameer Nelson,sprained right ankle (DNP)
4/1/2013,Pacers,,Ben Hansbrough,placed on IL
4/1/2013,Pacers,Gerald Green ,,activated from IL
4/1/2013,Pistons,,Will Bynum,strained right hand (DNP)
4/1/2013,Raptors,,Landry Fields,placed on IL with right elbow injury
4/1/2013,Raptors,Quincy Acy,,activated from IL
4/1/2013,Rockets,,Chandler Parsons,placed on IL with food poisoning
4/1/2013,Rockets,,James Harden,sore right foot (DNP)
4/1/2013,Spurs,,Kawhi Leonard,sore left knee (DNP)
4/1/2013,Spurs,,Tim Duncan,placed on IL with sore left knee / rest
4/1/2013,Spurs,Aron Baynes,,activated from IL
4/1/2013,Rockets,Terrence Jones,,activated from IL
4/2/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
4/2/2013,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
4/2/2013,Heat,,Dwyane Wade,sprained right ankle (DNP)
4/2/2013,Heat,,LeBron James,strained right hamstring (DNP)
4/2/2013,Lakers,,Ron Artest,recovering from surgery on left knee to repair torn meniscus (DNP)
4/2/2013,Lakers,,Steve Nash,strained right hamstring (DNP)
4/2/2013,Wizards,,Jason Collins,placed on IL
4/2/2013,Wizards,Nene Hilario ,,activated from IL
4/3/2013,Blazers,,Nicolas Batum,placed on IL with right shoulder injury (out for season)
4/3/2013,Bobcats,,B.J. Mullens,sore left ankle (DNP)
4/3/2013,Bobcats,,DeSagana Diop,sore right knee (DNP)
4/3/2013,Bobcats,,Jeff Taylor ,strained right plantar fascia (DNP)
4/3/2013,Bucks,,Gustavo Ayon,placed on IL
4/3/2013,Bucks,Luc Mbah a Moute,,activated from IL
4/3/2013,Grizzlies,,Tony Wroten Jr.,placed on IL with migraine headache
4/3/2013,Hawks,,Devin Harris,sore left foot (DNP)
4/3/2013,Hawks,,John Jenkins,concussion (DNP)
4/3/2013,Hawks,,Zaza Pachulia,surgery on right Achilles tendon (out for season)
4/3/2013,Jazz,,Kevin Murphy,placed on IL with skin infection
4/3/2013,Jazz,Jerel McNeal,,activated
4/3/2013,Magic,,Arron Afflalo,strained right hamstring (DNP)
4/3/2013,Magic,,Jameer Nelson,sprained right ankle (DNP)
4/3/2013,Nets,,Gerald Wallace,placed on IL with sore left foot
4/3/2013,Pistons,,Jose Calderon,arm injury (DNP)
4/3/2013,Pistons,,Will Bynum,strained right hand (DNP)
4/3/2013,Raptors,,Linas Kleiza,placed on IL
4/3/2013,Raptors,Landry Fields,,activated from IL
4/3/2013,Rockets,,Carlos Delfino,placed on IL with sore right foot
4/3/2013,Rockets,Chandler Parsons,,activated from IL
4/3/2013,Spurs,, Tony Parker,sore left ankle (DNP)
4/3/2013,Spurs,,DeJuan Blair,stomach virus (DNP)
4/3/2013,Spurs,,Kawhi Leonard,placed on IL with sore left knee
4/3/2013,Spurs,Tim Duncan,,activated from IL
4/3/2013,Wizards,,Bradley Beal,placed on IL with stress injury in right fibula (out for season)
4/3/2013,Wizards,Jason Collins,,activated from IL
4/3/2013,Wizards,,Jason Collins,sprained right ankle (DNP)
4/4/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
4/4/2013,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
4/4/2013,Bulls,,Taj Gibson,placed on IL with sprained left knee
4/4/2013,Mavericks,,Elton Brand,sore right calf (DNP)
4/4/2013,Nets,,Tornike Shengelia,placed on IL
4/4/2013,Nets,,Tyshawn Taylor,placed on IL
4/4/2013,Nets,Gerald Wallace,,activated from IL
4/4/2013,Nets,Joe Johnson,,activated from IL
4/4/2013,Pacers,,Danny Granger,surgery on left knee (out for season)
4/4/2013,Spurs,,Stephen Jackson,placed on IL with sprained right ankle
4/4/2013,Spurs,Kawhi Leonard,,activated from IL
4/4/2013,Thunder,,Perry Jones III,placed on IL
4/4/2013,Thunder,DeAndre Liggins,,activated from IL
4/5/2013,76ers,,Dorell Wright,right elbow injury (DNP)
4/5/2013,Blazers,LaMarcus Aldridge,,activated from IL
4/5/2013,Bobcats,,B.J. Mullens,sore left ankle (DNP)
4/5/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
4/5/2013,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
4/5/2013,Cavaliers,,Daniel Gibson,elbow injury (DNP)
4/5/2013,Celtics,,Paul Pierce,sore left ankle (P) / sore right ankle (CBC) (DNP)
4/5/2013,Hawks,,Devin Harris,sore left foot (DNP)
4/5/2013,Heat,,Dwyane Wade,placed on IL with sprained right ankle
4/5/2013,Heat,,LeBron James,strained right hamstring (DNP)
4/5/2013,Heat,,Ray Allen,sprained right ankle (DNP)
4/5/2013,Heat,Mario Chalmers,,activated from IL
4/5/2013,Jazz,,Marvin Williams,right heel injury (DNP)
4/5/2013,Knicks,,Kenyon Martin,sore left knee (P) / sore right knee (CBC) (DNP)
4/5/2013,Knicks,,Marcus Camby,plantar fasciitis in left foot (DNP)
4/5/2013,Lakers,,Ron Artest,recovering from surgery on left knee to repair torn meniscus (DNP)
4/5/2013,Lakers,,Steve Nash,strained right hamstring (DNP)
4/5/2013,Magic,,Arron Afflalo,strained right hamstring (DNP)
4/5/2013,Magic,,Jameer Nelson,sprained right ankle (DNP)
4/5/2013,Mavericks,,Elton Brand,sore right calf (DNP)
4/5/2013,Nuggets,,Danilo Gallinari,torn ACL in left knee (out for season)
4/5/2013,Pacers,,Miles Plumlee,placed on IL
4/5/2013,Pacers,Ben Hansbrough,,activated from IL
4/5/2013,Rockets,,Chandler Parsons,strained right calf (DNP)
4/5/2013,Thunder,,Jeremy Lamb,placed on IL
4/5/2013,Thunder,Daniel Orton,,activated from IL
4/6/2013,Bobcats,,DeSagana Diop,placed on IL (out for season)
4/6/2013,Bucks,,Ekpe Udoh,placed on IL with sprained right ankle
4/6/2013,Bucks,Gustavo Ayon,,activated from IL
4/6/2013,Hawks,,Al Horford,hamstring injury (DTD)
4/6/2013,Hawks,,Josh Smith,knee injury (DNP)
4/6/2013,Heat,,Chris Bosh,sore right knee (DNP)
4/6/2013,Nets,,Kris Humphries,placed on IL with sinus ailment
4/6/2013,Nets,Tyshawn Taylor,,activated from IL
4/6/2013,Nuggets,,Danilo Gallinari,placed on IL with torn ACL in left knee (out for season)
4/6/2013,Pacers,,Ben Hansbrough,placed on IL
4/6/2013,Pacers,Miles Plumlee,,activated from IL
4/6/2013,Pistons,,Will Bynum,strained right hand (DNP)
4/6/2013,Rockets,,Chandler Parsons,strained right calf (DNP)
4/6/2013,Spurs,, Tony Parker,placed on IL with sore neck / shin injury
4/6/2013,Spurs,,Aron Baynes,placed on IL
4/6/2013,Spurs,Stephen Jackson,,activated from IL
4/6/2013,Grizzlies,Tony Wroten Jr.,,activated from IL
4/7/2013,Bulls,,Luol Deng,sore right hip (DNP)
4/7/2013,Cavaliers,,Daniel Gibson,elbow injury (DNP)
4/7/2013,Cavaliers,,Luke Walton,sprained right ankle (DNP)
4/7/2013,Celtics,Kevin Garnett,,activated from IL
4/7/2013,Grizzlies,,Darrell Arthur,back injury (DNP)
4/7/2013,Grizzlies,,Jerryd Bayless,placed on IL with sore right knee
4/7/2013,Jazz,,Alec Burks,sprained left ankle (DNP)
4/7/2013,Jazz,Jerel McNeal,,activated
4/7/2013,Kings,,Patrick Patterson,sore lower back (DNP)
4/7/2013,Knicks,,Kenyon Martin,sore left knee (P) / sore right knee (CBC) (DNP)
4/7/2013,Knicks,,Marcus Camby,plantar fasciitis in left foot (DNP)
4/7/2013,Lakers,,Ron Artest,recovering from surgery on left knee to repair torn meniscus (DNP)
4/7/2013,Lakers,,Steve Nash,strained right hamstring (DNP)
4/7/2013,Magic,,Arron Afflalo,strained right hamstring (DNP)
4/7/2013,Magic,,Jameer Nelson,sprained right ankle (DNP)
4/7/2013,Mavericks,,Elton Brand,sore right calf (DNP)
4/7/2013,Pistons,,Jose Calderon,strained right triceps (DNP)
4/7/2013,Suns,,Jermaine O'Neal,bruised left shin (DNP)
4/7/2013,Thunder,,Daniel Orton,placed on IL
4/7/2013,Thunder,,DeAndre Liggins,placed on IL
4/7/2013,Thunder,Perry Jones III,,activated from IL
4/7/2013,Grizzlies,Tony Wroten Jr.,,activated from IL
